timestamp,node_id,location,night,motion,brightness_pct,voltage_V,current_A,power_W,energy_kWh,rssi
2026-04-12 00:08:26,SL-01,KIIT_GATE_1,1,1,100.0,239.72,0.741,177.58,0.000656,-117
2026-04-12 00:08:28,SL-01,KIIT_GATE_1,0,0,0.0,225.14,0.0,0.0,0.000656,-66
2026-04-12 00:08:30,SL-01,KIIT_GATE_1,0,0,0.0,225.08,0.0,0.0,0.000656,-58
2026-04-12 00:08:32,SL-01,KIIT_GATE_1,1,0,30.0,226.18,0.734,166.08,0.000748,-74
2026-04-12 00:08:34,SL-01,KIIT_GATE_1,1,0,30.0,239.56,0.542,129.82,0.00082,-78
2026-04-12 00:08:36,SL-01,KIIT_GATE_1,0,0,0.0,226.5,0.0,0.0,0.00082,-98
2026-04-12 00:08:38,SL-01,KIIT_GATE_1,0,0,0.0,233.04,0.0,0.0,0.00082,-88
2026-04-12 00:08:40,SL-01,KIIT_GATE_1,0,0,0.0,228.9,0.0,0.0,0.00082,-51
2026-04-12 00:08:42,SL-01,KIIT_GATE_1,1,1,100.0,232.68,1.111,258.58,0.000964,-89
2026-04-12 00:08:44,SL-01,KIIT_GATE_1,0,0,0.0,227.14,0.0,0.0,0.000964,-63
2026-04-12 00:08:46,SL-01,KIIT_GATE_1,1,0,30.0,221.94,0.923,204.81,0.001077,-71
2026-04-12 00:08:48,SL-01,KIIT_GATE_1,0,0,0.0,224.04,0.0,0.0,0.001077,-99
2026-04-12 00:08:50,SL-01,KIIT_GATE_1,1,0,30.0,233.26,0.996,232.23,0.001206,-80
2026-04-12 00:08:52,SL-01,KIIT_GATE_1,0,0,0.0,237.24,0.0,0.0,0.001206,-104
2026-04-12 00:08:54,SL-01,KIIT_GATE_1,0,0,0.0,239.46,0.0,0.0,0.001206,-50
2026-04-12 00:08:56,SL-01,KIIT_GATE_1,0,0,0.0,228.24,0.0,0.0,0.001206,-108
2026-04-12 00:08:58,SL-01,KIIT_GATE_1,1,0,30.0,239.98,0.957,229.56,0.001334,-97
2026-04-12 00:09:00,SL-01,KIIT_GATE_1,1,0,30.0,237.6,0.993,235.94,0.001464,-89
2026-04-12 00:09:02,SL-01,KIIT_GATE_1,1,0,30.0,221.98,1.128,250.44,0.001603,-105
2026-04-12 00:09:04,SL-01,KIIT_GATE_1,1,0,30.0,222.46,0.434,96.55,0.001657,-108
2026-04-12 00:09:06,SL-01,KIIT_GATE_1,0,0,0.0,235.96,0.0,0.0,0.001657,-51
2026-04-12 00:09:08,SL-01,KIIT_GATE_1,1,0,30.0,232.54,0.563,130.85,0.00173,-78
2026-04-12 00:09:10,SL-01,KIIT_GATE_1,1,0,30.0,227.4,1.035,235.27,0.001861,-118
2026-04-12 00:09:12,SL-01,KIIT_GATE_1,1,1,100.0,223.5,1.462,326.82,0.002042,-105
2026-04-12 00:09:14,SL-01,KIIT_GATE_1,0,0,0.0,224.94,0.0,0.0,0.002042,-117
2026-04-12 00:09:16,SL-01,KIIT_GATE_1,1,0,30.0,231.94,0.833,193.23,0.002149,-108
2026-04-12 08:46:21,SL-01,KIIT_GATE_1,0,0,0.0,235.92,0.0,0.0,0.0,-110
2026-04-12 08:46:21,SL-01,KIIT_GATE_1,1,1,100.0,237.0,1.155,273.85,4.6e-05,-43
2026-04-12 08:46:23,SL-01,KIIT_GATE_1,1,0,30.0,227.26,1.122,254.92,0.000188,-62
2026-04-12 08:46:25,SL-01,KIIT_GATE_1,1,0,30.0,230.04,1.149,264.32,0.000335,-66
2026-04-12 08:46:27,SL-01,KIIT_GATE_1,1,0,30.0,223.34,1.051,234.84,0.000465,-51
2026-04-12 08:46:29,SL-01,KIIT_GATE_1,1,1,100.0,230.48,0.693,159.65,0.000554,-57
2026-04-12 08:46:31,SL-01,KIIT_GATE_1,0,0,0.0,228.9,0.0,0.0,0.000554,-86
2026-04-12 08:46:33,SL-01,KIIT_GATE_1,1,1,100.0,239.72,0.741,177.58,0.000652,-117
2026-04-12 08:46:35,SL-01,KIIT_GATE_1,0,0,0.0,225.14,0.0,0.0,0.000652,-66
2026-04-12 08:46:37,SL-01,KIIT_GATE_1,0,0,0.0,225.08,0.0,0.0,0.000652,-58
2026-04-12 08:46:39,SL-01,KIIT_GATE_1,1,0,30.0,226.18,0.734,166.08,0.000744,-74
2026-04-12 08:46:41,SL-01,KIIT_GATE_1,1,0,30.0,239.56,0.542,129.82,0.000817,-78
2026-04-12 08:46:43,SL-01,KIIT_GATE_1,0,0,0.0,226.5,0.0,0.0,0.000817,-98
2026-04-12 08:46:45,SL-01,KIIT_GATE_1,0,0,0.0,233.04,0.0,0.0,0.000817,-88
2026-04-12 08:46:47,SL-01,KIIT_GATE_1,0,0,0.0,228.9,0.0,0.0,0.000817,-51
2026-04-12 08:46:49,SL-01,KIIT_GATE_1,1,1,100.0,232.68,1.111,258.58,0.00096,-89
2026-04-12 08:46:51,SL-01,KIIT_GATE_1,0,0,0.0,227.14,0.0,0.0,0.00096,-63
2026-04-12 08:46:53,SL-01,KIIT_GATE_1,1,0,30.0,221.94,0.923,204.81,0.001074,-71
2026-04-12 08:46:55,SL-01,KIIT_GATE_1,0,0,0.0,224.04,0.0,0.0,0.001074,-99
2026-04-12 08:46:57,SL-01,KIIT_GATE_1,1,0,30.0,233.26,0.996,232.23,0.001203,-80
2026-04-12 08:46:59,SL-01,KIIT_GATE_1,0,0,0.0,237.24,0.0,0.0,0.001203,-104
2026-04-12 08:47:01,SL-01,KIIT_GATE_1,0,0,0.0,239.46,0.0,0.0,0.001203,-50
2026-04-12 08:47:03,SL-01,KIIT_GATE_1,0,0,0.0,228.24,0.0,0.0,0.001203,-108
2026-04-12 08:47:05,SL-01,KIIT_GATE_1,1,0,30.0,239.98,0.957,229.56,0.001332,-97
2026-04-12 08:47:07,SL-01,KIIT_GATE_1,1,0,30.0,237.6,0.993,235.94,0.001462,-89
2026-04-12 08:47:09,SL-01,KIIT_GATE_1,1,0,30.0,221.98,1.128,250.44,0.001601,-105
2026-04-12 08:47:11,SL-01,KIIT_GATE_1,1,0,30.0,222.46,0.434,96.55,0.001655,-108
2026-04-12 08:47:13,SL-01,KIIT_GATE_1,0,0,0.0,235.96,0.0,0.0,0.001655,-51
2026-04-12 08:47:15,SL-01,KIIT_GATE_1,1,0,30.0,232.54,0.563,130.85,0.001728,-78
2026-04-12 08:47:17,SL-01,KIIT_GATE_1,1,0,30.0,227.4,1.035,235.27,0.001858,-118
2026-04-12 08:47:19,SL-01,KIIT_GATE_1,1,1,100.0,223.5,1.462,326.82,0.00204,-105
2026-04-12 08:47:21,SL-01,KIIT_GATE_1,0,0,0.0,224.94,0.0,0.0,0.00204,-117
2026-04-12 08:47:23,SL-01,KIIT_GATE_1,1,0,30.0,231.94,0.833,193.23,0.002147,-108
2026-04-12 08:47:25,SL-01,KIIT_GATE_1,0,0,0.0,236.7,0.0,0.0,0.002147,-612026-04-12 09:39:42,SL-01,KIIT_GATE_1,0,0,0.0,235.92,0.0,0.0,0.0,-110
2026-04-12 09:39:43,SL-01,KIIT_GATE_1,1,1,100.0,237.0,1.155,273.85,5.2e-05,-43
2026-04-12 09:39:45,SL-01,KIIT_GATE_1,1,0,30.0,227.26,1.122,254.92,0.000194,-62
2026-04-20 14:13:30,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.0,
2026-04-20 14:13:32,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,7e-06,
2026-04-20 14:13:34,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,1.5e-05,
2026-04-20 14:13:36,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,2.3e-05,
2026-04-20 14:13:38,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,3.1e-05,
2026-04-20 14:13:40,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,3.9e-05,
2026-04-20 14:13:42,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,4.7e-05,
2026-04-20 14:13:44,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,5.5e-05,
2026-04-20 14:13:46,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,6.3e-05,
2026-04-20 14:13:49,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,7.1e-05,
2026-04-20 14:13:51,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,8e-05,
2026-04-20 14:13:53,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,8.8e-05,
2026-04-20 14:13:55,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,9.6e-05,
2026-04-20 14:13:57,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000104,
2026-04-20 14:13:59,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000112,
2026-04-20 14:14:01,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.00012,
2026-04-20 14:14:03,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000128,
2026-04-20 14:14:06,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000128,
2026-04-20 14:14:08,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000136,
2026-04-20 14:14:16,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000168,
2026-04-20 14:14:16,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000169,
2026-04-20 14:14:17,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000171,
2026-04-20 14:14:17,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000171,
2026-04-20 14:14:18,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000171,
2026-04-20 14:14:20,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000171,
2026-04-20 14:14:22,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000171,
2026-04-20 14:14:25,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000171,
2026-04-20 14:14:27,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000171,
2026-04-20 14:14:29,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000171,
2026-04-20 14:14:31,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000171,
2026-04-20 14:14:33,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000171,
2026-04-20 14:14:35,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000171,
2026-04-20 14:14:37,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000171,
2026-04-20 14:14:39,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000179,
2026-04-20 14:14:41,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000187,
2026-04-20 14:14:43,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000196,
2026-04-20 14:14:46,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000204,
2026-04-20 14:14:48,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000212,
2026-04-20 14:14:50,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.00022,
2026-04-20 14:14:52,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000228,
2026-04-20 14:14:54,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000236,
2026-04-20 14:14:56,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000244,
2026-04-20 14:14:58,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000252,
2026-04-20 14:15:00,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000252,
2026-04-20 14:15:02,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000252,
2026-04-20 14:15:05,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.00026,
2026-04-20 14:15:07,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000268,
2026-04-20 14:15:09,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000277,
2026-04-20 14:15:11,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000285,
2026-04-20 14:15:13,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000293,
2026-04-20 14:15:15,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000301,
2026-04-20 14:15:17,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000309,
2026-04-20 14:15:19,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000317,
2026-04-20 14:15:21,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000325,
2026-04-20 14:15:24,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000333,
2026-04-20 14:15:26,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000341,
2026-04-20 14:15:28,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.00035,
2026-04-20 14:15:30,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000358,
2026-04-20 14:15:32,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000366,
2026-04-20 14:15:34,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000374,
2026-04-20 14:15:36,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000382,
2026-04-20 14:15:38,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.00039,
2026-04-20 14:15:41,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000398,
2026-04-20 14:15:43,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000406,
2026-04-20 14:15:45,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000414,
2026-04-20 14:15:47,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000422,
2026-04-20 14:15:49,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000431,
2026-04-20 14:15:51,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000439,
2026-04-20 14:15:53,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000447,
2026-04-20 14:15:55,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000455,
2026-04-20 14:15:57,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000463,
2026-04-20 14:16:00,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000471,
2026-04-20 14:16:02,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000479,
2026-04-20 14:16:04,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000487,
2026-04-20 14:16:06,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000495,
2026-04-20 14:16:08,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000504,
2026-04-20 14:16:10,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000512,
2026-04-20 14:16:12,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.00052,
2026-04-20 14:16:14,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000528,
2026-04-20 14:16:16,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000536,
2026-04-20 14:16:19,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000544,
2026-04-20 14:16:21,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000552,
2026-04-20 14:16:23,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.00056,
2026-04-20 14:16:25,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000568,
2026-04-20 14:16:27,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000576,
2026-04-20 14:16:29,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000585,
2026-04-20 14:16:31,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000593,
2026-04-20 14:16:33,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000601,
2026-04-20 14:16:35,SL-01,IIT BBSR,1,0,30.0,230.0,0.04,9.2,0.000606,
2026-04-20 14:16:38,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000606,
2026-04-20 14:16:40,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000606,
2026-04-20 14:16:42,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000614,
2026-04-20 14:16:44,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000622,
2026-04-20 14:16:46,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000631,
2026-04-20 14:16:48,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000639,
2026-04-20 14:16:50,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000647,
2026-04-20 14:16:52,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000655,
2026-04-20 14:16:55,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000663,
2026-04-20 14:16:57,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000671,
2026-04-20 14:16:59,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000679,
2026-04-20 14:17:01,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000687,
2026-04-20 14:17:03,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000695,
2026-04-20 14:17:05,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000703,
2026-04-20 14:17:07,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000711,
2026-04-20 14:17:09,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.00072,
2026-04-20 14:17:11,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000728,
2026-04-20 14:17:14,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000736,
2026-04-20 14:17:16,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000744,
2026-04-20 14:17:18,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000752,
2026-04-20 14:17:20,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.00076,
2026-04-20 14:17:22,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000768,
2026-04-20 14:17:24,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000776,
2026-04-20 14:17:26,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000776,
2026-04-20 14:17:28,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000776,
2026-04-20 14:17:30,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000784,
2026-04-20 14:17:33,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000793,
2026-04-20 14:17:35,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000801,
2026-04-20 14:17:37,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000809,
2026-04-20 14:17:39,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000817,
2026-04-20 14:17:41,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000825,
2026-04-20 14:17:43,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000833,
2026-04-20 14:17:45,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000841,
2026-04-20 14:17:47,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000849,
2026-04-20 14:17:49,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000857,
2026-04-20 14:17:52,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000865,
2026-04-20 14:17:54,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000874,
2026-04-20 14:17:56,SL-01,IIT BBSR,0,1,0.0,0.0,0.0,0.0,0.000874,
2026-04-20 14:18:00,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.00089,
2026-04-20 14:18:02,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000898,
2026-04-20 14:18:04,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000906,
2026-04-20 14:18:06,SL-01,IIT BBSR,1,1,100.0,230.0,0.06,13.8,0.000914,
